left,right,match,match_confidence,gold,left_id,right_id,source,left_kv,right_kv,left_count,right_kv_distinct
COL make VAL FLEET COL model VAL 16 COL name VAL FINCH II,COL mfr VAL FLEET COL model VAL 11 COL code VAL FINC,1,0.9997804548833237,1,FLEET 16,FINC 11,doc8643_description,"['make: FLEET', 'model: 16', 'name: FINCH II']","['mfr: FLEET', 'model: 11', 'code: FINC']",10,10
COL make VAL FLEET COL model VAL 16 COL name VAL FINCH II,COL mfr VAL FLEET COL model VAL 11,1,0.9988033414749079,1,FLEET 16,FINC 11,doc8643_description,"['make: FLEET', 'model: 16', 'name: FINCH II']","['mfr: FLEET', 'model: 11']",10,10
COL make VAL FLEET COL model VAL 16 COL name VAL FINCH II,COL mfr VAL FLEET COL model VAL 10 COL code VAL FINC,1,0.9999027108444369,1,FLEET 16,FINC 10,doc8643_description,"['make: FLEET', 'model: 16', 'name: FINCH II']","['mfr: FLEET', 'model: 10', 'code: FINC']",10,10
COL make VAL FLEET COL model VAL 16 COL name VAL FINCH II,COL mfr VAL FLEET COL model VAL 10,1,0.9972284875550463,1,FLEET 16,FINC 10,doc8643_description,"['make: FLEET', 'model: 16', 'name: FINCH II']","['mfr: FLEET', 'model: 10']",10,10
COL make VAL FLEET COL model VAL 16 COL name VAL FINCH II COL cert VAL NOT CERTIFICATED,COL make VAL FLEET COL model VAL 16 COL series VAL B COL name VAL FINCH II COL cert VAL NOT CERTIFICATED,1,0.9999816184242912,1,FLEET 16,5228,cictt,"['make: FLEET', 'model: 16', 'name: FINCH II', 'cert: NOT CERTIFICATED']","['make: FLEET', 'model: 16', 'series: B', 'name: FINCH II', 'cert: NOT CERTIFICATED']",10,10
COL make VAL FLEET COL model VAL 16 COL name VAL FINCH II,COL code VAL FINC,1,0.9999127879390891,1,FLEET 16,FINC,doc8643_code,"['make: FLEET', 'model: 16', 'name: FINCH II']",['code: FINC'],10,10
COL make VAL FLEET COL model VAL 16 COL name VAL FINCH II,COL mfr VAL FLEET COL model VAL 16 Finch COL code VAL FINC,1,0.9999717481204915,1,FLEET 16,FINC 16 Finch,doc8643_description,"['make: FLEET', 'model: 16', 'name: FINCH II']","['mfr: FLEET', 'model: 16 Finch', 'code: FINC']",10,10
COL make VAL FLEET COL model VAL 16 COL name VAL FINCH II,COL mfr VAL FLEET COL model VAL 16 Finch,1,0.9999834775448047,1,FLEET 16,FINC 16 Finch,doc8643_description,"['make: FLEET', 'model: 16', 'name: FINCH II']","['mfr: FLEET', 'model: 16 Finch']",10,10
COL make VAL FLEET COL model VAL 2 COL cert VAL ATC 131,COL make VAL FLEET COL model VAL 2 COL series VAL 2 COL cert VAL ATC 131,1,0.9999845559882281,1,FLEET 2,5229,cictt,"['make: FLEET', 'model: 2', 'cert: ATC 131']","['make: FLEET', 'model: 2', 'series: 2', 'cert: ATC 131']",6,6
COL make VAL FLEET COL model VAL 2 COL cert VAL ATC 131,COL code VAL FLE2,1,0.9999547646855158,1,FLEET 2,FLE2,doc8643_code,"['make: FLEET', 'model: 2', 'cert: ATC 131']",['code: FLE2'],6,6
COL make VAL FLEET COL model VAL 2 COL cert VAL ATC 131,COL mfr VAL FLEET COL model VAL 2 COL code VAL FLE2,1,0.9997153788195413,1,FLEET 2,FLE2 2,doc8643_description,"['make: FLEET', 'model: 2', 'cert: ATC 131']","['mfr: FLEET', 'model: 2', 'code: FLE2']",6,6
COL make VAL FLEET COL model VAL 2 COL cert VAL ATC 131,COL mfr VAL FLEET COL model VAL 2,1,0.9999677193742122,1,FLEET 2,FLE2 2,doc8643_description,"['make: FLEET', 'model: 2', 'cert: ATC 131']","['mfr: FLEET', 'model: 2']",6,6
COL make VAL FLEET COL model VAL 2 COL cert VAL ATC 131,COL mfr VAL BREWSTER COL model VAL FLEET 2,1,0.9946930518884732,1,FLEET 2,FLEET-2-2,reg,"['make: FLEET', 'model: 2', 'cert: ATC 131']","['mfr: BREWSTER', 'model: FLEET 2']",6,6
COL make VAL FLEET COL model VAL 2 COL cert VAL ATC 131,COL make VAL FLEET COL model VAL 2 COL series VAL 2 COL cert VAL ATC131,1,0.9999609418411853,1,FLEET 2,FLEET-2-2,faa,"['make: FLEET', 'model: 2', 'cert: ATC 131']","['make: FLEET', 'model: 2', 'series: 2', 'cert: ATC131']",6,6
COL make VAL FLEET COL model VAL 7 COL cert VAL ATC 374,COL mfr VAL FLEET COL model VAL 7 COL code VAL FLE7,1,0.9999894681577595,1,FLEET 7,FLE7 7,doc8643_description,"['make: FLEET', 'model: 7', 'cert: ATC 374']","['mfr: FLEET', 'model: 7', 'code: FLE7']",8,8
COL make VAL FLEET COL model VAL 7 COL cert VAL ATC 374,COL mfr VAL BREWSTER COL model VAL FLEET 7,1,0.9992870413810728,1,FLEET 7,FLEET-7-7,reg,"['make: FLEET', 'model: 7', 'cert: ATC 374']","['mfr: BREWSTER', 'model: FLEET 7']",8,8
COL make VAL FLEET COL model VAL 7 COL cert VAL ATC 374,COL mfr VAL FLEET COL model VAL 7,1,0.9999796750944949,1,FLEET 7,FLE7 7,doc8643_description,"['make: FLEET', 'model: 7', 'cert: ATC 374']","['mfr: FLEET', 'model: 7']",8,8
COL make VAL FLEET COL model VAL 7 COL cert VAL ATC 374,COL mfr VAL FLEET COL model VAL 7 Fawn,1,0.9999507481674347,1,FLEET 7,FLE7 7 Fawn,doc8643_description,"['make: FLEET', 'model: 7', 'cert: ATC 374']","['mfr: FLEET', 'model: 7 Fawn']",8,8
COL make VAL FLEET COL model VAL 7 COL cert VAL ATC 374,COL mfr VAL FLEET COL model VAL 7 Fawn COL code VAL FLE7,1,0.999908348123702,1,FLEET 7,FLE7 7 Fawn,doc8643_description,"['make: FLEET', 'model: 7', 'cert: ATC 374']","['mfr: FLEET', 'model: 7 Fawn', 'code: FLE7']",8,8
COL make VAL FLEET COL model VAL 7 COL cert VAL ATC 374,COL make VAL FLEET COL model VAL 7 COL series VAL 7 COL cert VAL ATC 374,1,0.9999858172614509,1,FLEET 7,5231,cictt,"['make: FLEET', 'model: 7', 'cert: ATC 374']","['make: FLEET', 'model: 7', 'series: 7', 'cert: ATC 374']",8,8
COL make VAL FLEET COL model VAL 7 COL cert VAL ATC 374,COL make VAL FLEET COL model VAL 7 COL series VAL 7 COL cert VAL ATC374,1,0.9999832045015005,1,FLEET 7,FLEET-7-7,faa,"['make: FLEET', 'model: 7', 'cert: ATC 374']","['make: FLEET', 'model: 7', 'series: 7', 'cert: ATC374']",8,8
COL make VAL FLEET COL model VAL 7 COL cert VAL ATC 374,COL code VAL FLE7,1,0.9999868913005004,1,FLEET 7,FLE7,doc8643_code,"['make: FLEET', 'model: 7', 'cert: ATC 374']",['code: FLE7'],8,8
COL make VAL FLEET COL model VAL 8 COL cert VAL ATC 428,COL make VAL FLEET COL model VAL 8 COL series VAL 8 COL cert VAL ATC 428,1,0.9999867317209339,1,FLEET 8,5233,cictt,"['make: FLEET', 'model: 8', 'cert: ATC 428']","['make: FLEET', 'model: 8', 'series: 8', 'cert: ATC 428']",3,3
COL make VAL FLEET COL model VAL 8 COL cert VAL ATC 428,COL mfr VAL BREWSTER COL model VAL FLEET 8,1,0.9948389863972027,1,FLEET 8,FLEET-8-8,reg,"['make: FLEET', 'model: 8', 'cert: ATC 428']","['mfr: BREWSTER', 'model: FLEET 8']",3,3
COL make VAL FLEET COL model VAL 8 COL cert VAL ATC 428,COL make VAL FLEET COL model VAL 8 COL series VAL 8 COL cert VAL ATC428,1,0.9999853781216065,1,FLEET 8,FLEET-8-8,faa,"['make: FLEET', 'model: 8', 'cert: ATC 428']","['make: FLEET', 'model: 8', 'series: 8', 'cert: ATC428']",3,3
COL make VAL FLEET COL model VAL 80 COL name VAL CANUCK COL cert VAL A-15,COL mfr VAL LEAVENS COL model VAL 80 Canuck COL code VAL CNUK,1,0.9999915981028165,1,FLEET 80,CNUK 80 Canuck,doc8643_description,"['make: FLEET', 'model: 80', 'name: CANUCK', 'cert: A-15']","['mfr: LEAVENS', 'model: 80 Canuck', 'code: CNUK']",8,8
COL make VAL FLEET COL model VAL 80 COL name VAL CANUCK COL cert VAL A-15,COL mfr VAL LEAVENS COL model VAL 80 Canuck,1,0.9999912045087594,1,FLEET 80,CNUK 80 Canuck,doc8643_description,"['make: FLEET', 'model: 80', 'name: CANUCK', 'cert: A-15']","['mfr: LEAVENS', 'model: 80 Canuck']",8,8
COL make VAL FLEET COL model VAL 80 COL name VAL CANUCK COL cert VAL A-15,COL mfr VAL FLEET COL model VAL 80 Canuck,1,0.9999917322333715,1,FLEET 80,CNUK 80 Canuck,doc8643_description,"['make: FLEET', 'model: 80', 'name: CANUCK', 'cert: A-15']","['mfr: FLEET', 'model: 80 Canuck']",8,8
COL make VAL FLEET COL model VAL 80 COL name VAL CANUCK COL cert VAL A-15,COL mfr VAL FLEET COL model VAL 80 Canuck COL code VAL CNUK,1,0.9999917656205235,1,FLEET 80,CNUK 80 Canuck,doc8643_description,"['make: FLEET', 'model: 80', 'name: CANUCK', 'cert: A-15']","['mfr: FLEET', 'model: 80 Canuck', 'code: CNUK']",8,8
COL make VAL FLEET COL model VAL 80 COL name VAL CANUCK COL cert VAL A-15,COL make VAL FLEET COL model VAL 80 COL series VAL 80 COL cert VAL 788,1,0.9999803691091124,1,FLEET 80,FLEET-80-80,faa,"['make: FLEET', 'model: 80', 'name: CANUCK', 'cert: A-15']","['make: FLEET', 'model: 80', 'series: 80', 'cert: 788']",8,8
COL make VAL FLEET COL model VAL 80 COL name VAL CANUCK COL cert VAL A-15,COL mfr VAL FLEET COL model VAL 80,1,0.9999811119853103,1,FLEET 80,FLEET-80-80,reg,"['make: FLEET', 'model: 80', 'name: CANUCK', 'cert: A-15']","['mfr: FLEET', 'model: 80']",8,8
COL make VAL FLEET COL model VAL 80 COL name VAL CANUCK COL cert VAL A-15,COL code VAL CNUK,1,0.9999700004893477,1,FLEET 80,CNUK,doc8643_code,"['make: FLEET', 'model: 80', 'name: CANUCK', 'cert: A-15']",['code: CNUK'],8,8
COL make VAL FLEET COL model VAL 80 COL name VAL CANUCK COL cert VAL A-15,COL make VAL FLEET COL model VAL 80 COL series VAL 80 COL name VAL CANUCK COL cert VAL A-15,1,0.9999899364004391,1,FLEET 80,5235,cictt,"['make: FLEET', 'model: 80', 'name: CANUCK', 'cert: A-15']","['make: FLEET', 'model: 80', 'series: 80', 'name: CANUCK', 'cert: A-15']",8,8
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL make VAL FU COL model VAL 24 COL series VAL A COL cert VAL 4A12,1,0.9999698166309974,1,FLETCHER FU24,FU-24-A,faa,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['make: FU', 'model: 24', 'series: A', 'cert: 4A12']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL CABLE-PRICE COL model VAL Fletcher FU-24,1,0.9999884416471049,1,FLETCHER FU24,FU24 Fletcher FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: CABLE-PRICE', 'model: Fletcher FU-24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL FLETCHER COL model VAL FU-24,1,0.9999886800351967,1,FLETCHER FU24,FU24 FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: FLETCHER', 'model: FU-24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL make VAL FLETCHER COL model VAL FU24 COL series VAL FU24 COL cert VAL A-3,1,0.9999888441179494,1,FLETCHER FU24,5238,cictt,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['make: FLETCHER', 'model: FU24', 'series: FU24', 'cert: A-3']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL SARGENT-FLETCHER COL model VAL FU-24,1,0.99998906740441,1,FLETCHER FU24,FU24 FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: SARGENT-FLETCHER', 'model: FU-24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL CABLE-PRICE COL model VAL Fletcher FU-24 COL code VAL FU24,1,0.9999896425553267,1,FLETCHER FU24,FU24 Fletcher FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: CABLE-PRICE', 'model: Fletcher FU-24', 'code: FU24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL FLETCHER COL model VAL FU-24,1,0.9999886800351967,1,FLETCHER FU24,FU-24-24,reg,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: FLETCHER', 'model: FU-24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL FLAIR COL model VAL FU-24,1,0.9999783774079828,1,FLETCHER FU24,FU24 FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: FLAIR', 'model: FU-24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL make VAL FU COL model VAL 24 COL series VAL 24 COL cert VAL 4A12,1,0.9999763053608598,1,FLETCHER FU24,FU-24-24,faa,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['make: FU', 'model: 24', 'series: 24', 'cert: 4A12']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL JAMES COL model VAL Fletcher FU-24,1,0.9999892213863844,1,FLETCHER FU24,FU24 Fletcher FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: JAMES', 'model: Fletcher FU-24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL PACIFIC AEROSPACE COL model VAL Fletcher FU-24 COL code VAL FU24,1,0.9999903672076516,1,FLETCHER FU24,FU24 Fletcher FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: PACIFIC AEROSPACE', 'model: Fletcher FU-24', 'code: FU24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL code VAL FU24,1,0.9999856613131641,1,FLETCHER FU24,FU24,doc8643_code,"['make: FLETCHER', 'model: FU24', 'cert: A-3']",['code: FU24'],23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL PACIFIC AEROSPACE COL model VAL Fletcher FU-24,1,0.9999874919180488,1,FLETCHER FU24,FU24 Fletcher FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: PACIFIC AEROSPACE', 'model: Fletcher FU-24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL FLETCHER COL model VAL FU-24A,1,0.9999891994540367,1,FLETCHER FU24,FU-24-A,reg,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: FLETCHER', 'model: FU-24A']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL NEW ZEALAND COL model VAL Fletcher FU-24,1,0.9999894862362063,1,FLETCHER FU24,FU24 Fletcher FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: NEW ZEALAND', 'model: Fletcher FU-24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL FLAIR COL model VAL FU-24 COL code VAL FU24,1,0.9999877555176384,1,FLETCHER FU24,FU24 FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: FLAIR', 'model: FU-24', 'code: FU24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL SARGENT-FLETCHER COL model VAL FU-24 COL code VAL FU24,1,0.9999898275633784,1,FLETCHER FU24,FU24 FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: SARGENT-FLETCHER', 'model: FU-24', 'code: FU24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL NEW ZEALAND COL model VAL Fletcher FU-24 COL code VAL FU24,1,0.9999903640699653,1,FLETCHER FU24,FU24 Fletcher FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: NEW ZEALAND', 'model: Fletcher FU-24', 'code: FU24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL AIR PARTS COL model VAL Fletcher FU-24,1,0.9999893181595134,1,FLETCHER FU24,FU24 Fletcher FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: AIR PARTS', 'model: Fletcher FU-24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL AIR PARTS COL model VAL Fletcher FU-24 COL code VAL FU24,1,0.9999903681308464,1,FLETCHER FU24,FU24 Fletcher FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: AIR PARTS', 'model: Fletcher FU-24', 'code: FU24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL JAMES COL model VAL Fletcher FU-24 COL code VAL FU24,1,0.9999903821057409,1,FLETCHER FU24,FU24 Fletcher FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: JAMES', 'model: Fletcher FU-24', 'code: FU24']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL make VAL FLETCHER COL model VAL FU24 COL series VAL A COL cert VAL A-3,1,0.999988619619815,1,FLETCHER FU24,5236,cictt,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['make: FLETCHER', 'model: FU24', 'series: A', 'cert: A-3']",23,22
COL make VAL FLETCHER COL model VAL FU24 COL cert VAL A-3,COL mfr VAL FLETCHER COL model VAL FU-24 COL code VAL FU24,1,0.9999898944642797,1,FLETCHER FU24,FU24 FU-24,doc8643_description,"['make: FLETCHER', 'model: FU24', 'cert: A-3']","['mfr: FLETCHER', 'model: FU-24', 'code: FU24']",23,22
COL make VAL FLYGINDUSTRI COL model VAL JS WEIHE COL cert VAL NOT IDENTIFIED,COL mfr VAL AB FLYGINDUSTRI COL model VAL JS WEIHE,1,0.9999908241255354,1,FLYGINDUSTRI JS WEIHE,JS-WEIHE-WEIHE,reg,"['make: FLYGINDUSTRI', 'model: JS WEIHE', 'cert: NOT IDENTIFIED']","['mfr: AB FLYGINDUSTRI', 'model: JS WEIHE']",3,3
COL make VAL FLYGINDUSTRI COL model VAL JS WEIHE,COL make VAL FLYGINDUSTRI COL model VAL JS WEIHE COL series VAL JS WEIHE,1,0.9999906699922,1,FLYGINDUSTRI JS WEIHE,5253,cictt,"['make: FLYGINDUSTRI', 'model: JS WEIHE']","['make: FLYGINDUSTRI', 'model: JS WEIHE', 'series: JS WEIHE']",3,3
COL make VAL FLYGINDUSTRI COL model VAL JS WEIHE COL cert VAL NOT IDENTIFIED,COL make VAL JS COL model VAL WEIHE COL series VAL WEIHE COL cert VAL G1EU,1,0.9999829743092986,1,FLYGINDUSTRI JS WEIHE,JS-WEIHE-WEIHE,faa,"['make: FLYGINDUSTRI', 'model: JS WEIHE', 'cert: NOT IDENTIFIED']","['make: JS', 'model: WEIHE', 'series: WEIHE', 'cert: G1EU']",3,3
COL make VAL FOKKER COL model VAL F27 COL cert VAL 7A1,COL make VAL FOKKER COL model VAL F27 COL series VAL A COL cert VAL 7A1,1,0.9999901690242935,1,FOKKER F27,5289,cictt,"['make: FOKKER', 'model: F27', 'cert: 7A1']","['make: FOKKER', 'model: F27', 'series: A', 'cert: 7A1']",44,44
"COL make VAL FOKKER COL model VAL F27 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036, 7A1",COL mfr VAL CONAIR COL model VAL F-27 Firefighter COL code VAL F27,1,0.9999837072427699,1,FOKKER F27,F27 F-27 Firefighter,doc8643_description,"['make: FOKKER', 'model: F27', 'name: FRIENDSHIP', 'cert: EASA.A.036, 7A1']","['mfr: CONAIR', 'model: F-27 Firefighter', 'code: F27']",44,44
COL make VAL FOKKER COL model VAL F27 COL cert VAL 7A1,COL make VAL FH COL model VAL 27 COL series VAL A COL cert VAL 7A1,1,0.9999782079898442,1,FOKKER F27,FH-27-A,faa,"['make: FOKKER', 'model: F27', 'cert: 7A1']","['make: FH', 'model: 27', 'series: A', 'cert: 7A1']",44,44
COL make VAL FOKKER COL model VAL F27 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036,COL make VAL FOKKER COL model VAL F27 COL series VAL 500 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036,1,0.999988892113146,1,FOKKER F27,5284,cictt,"['make: FOKKER', 'model: F27', 'name: FRIENDSHIP', 'cert: EASA.A.036']","['make: FOKKER', 'model: F27', 'series: 500', 'name: FRIENDSHIP', 'cert: EASA.A.036']",44,44
COL make VAL FOKKER COL model VAL F27 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036,COL make VAL FOKKER COL model VAL F27 COL series VAL 100 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036,1,0.999988942823162,1,FOKKER F27,5279,cictt,"['make: FOKKER', 'model: F27', 'name: FRIENDSHIP', 'cert: EASA.A.036']","['make: FOKKER', 'model: F27', 'series: 100', 'name: FRIENDSHIP', 'cert: EASA.A.036']",44,44
COL make VAL FOKKER COL model VAL F27 COL cert VAL 7A1,COL mfr VAL FAIRCHILD COL model VAL F-27A,1,0.9999893110161174,1,FOKKER F27,FH-27-A,reg,"['make: FOKKER', 'model: F27', 'cert: 7A1']","['mfr: FAIRCHILD', 'model: F-27A']",44,44
COL make VAL FOKKER COL model VAL F27 COL cert VAL 7A1,COL make VAL FH COL model VAL 27 COL series VAL J COL cert VAL 7A1,1,0.9999759419404155,1,FOKKER F27,FH-27-J,faa,"['make: FOKKER', 'model: F27', 'cert: 7A1']","['make: FH', 'model: 27', 'series: J', 'cert: 7A1']",44,44
"COL make VAL FOKKER COL model VAL F27 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036, 7A1",COL mfr VAL FAIRCHILD HILLER COL model VAL FH-227,1,0.9999009447020308,1,FOKKER F27,F27 FH-227,doc8643_description,"['make: FOKKER', 'model: F27', 'name: FRIENDSHIP', 'cert: EASA.A.036, 7A1']","['mfr: FAIRCHILD HILLER', 'model: FH-227']",44,44
"COL make VAL FOKKER COL model VAL F27 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036, 7A1",COL mfr VAL FAIRCHILD (1) COL model VAL F-27 COL code VAL F27,1,0.9999266313792837,1,FOKKER F27,F27 F-27,doc8643_description,"['make: FOKKER', 'model: F27', 'name: FRIENDSHIP', 'cert: EASA.A.036, 7A1']","['mfr: FAIRCHILD (1)', 'model: F-27', 'code: F27']",44,44
"COL make VAL FOKKER COL model VAL F27 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036, 7A1",COL code VAL F27,1,0.9999912954639743,1,FOKKER F27,F27,doc8643_code,"['make: FOKKER', 'model: F27', 'name: FRIENDSHIP', 'cert: EASA.A.036, 7A1']",['code: F27'],44,44
COL make VAL FOKKER COL model VAL F27 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036,COL mfr VAL FOKKER COL model VAL F.27-400,1,0.9999872323456426,1,FOKKER F27,F-27-MK400,reg,"['make: FOKKER', 'model: F27', 'name: FRIENDSHIP', 'cert: EASA.A.036']","['mfr: FOKKER', 'model: F.27-400']",44,44
COL make VAL FOKKER COL model VAL F27 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036,COL make VAL FOKKER COL model VAL F27 COL series VAL 600 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036,1,0.9999886236130379,1,FOKKER F27,5286,cictt,"['make: FOKKER', 'model: F27', 'name: FRIENDSHIP', 'cert: EASA.A.036']","['make: FOKKER', 'model: F27', 'series: 600', 'name: FRIENDSHIP', 'cert: EASA.A.036']",44,44
"COL make VAL FOKKER COL model VAL F27 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036, 7A1",COL mfr VAL FOKKER COL model VAL F-27 Friendship COL code VAL F27,1,0.9999910046816348,1,FOKKER F27,F27 F-27 Friendship,doc8643_description,"['make: FOKKER', 'model: F27', 'name: FRIENDSHIP', 'cert: EASA.A.036, 7A1']","['mfr: FOKKER', 'model: F-27 Friendship', 'code: F27']",44,44
"COL make VAL FOKKER COL model VAL F27 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036, 7A1",COL mfr VAL FAIRCHILD HILLER COL model VAL FH-227 COL code VAL F27,1,0.999956459343768,1,FOKKER F27,F27 FH-227,doc8643_description,"['make: FOKKER', 'model: F27', 'name: FRIENDSHIP', 'cert: EASA.A.036, 7A1']","['mfr: FAIRCHILD HILLER', 'model: FH-227', 'code: F27']",44,44
COL make VAL FOKKER COL model VAL F27 COL cert VAL 7A1,COL make VAL FOKKER COL model VAL F27 COL series VAL F27 COL cert VAL 7A1,1,0.9999912889326156,1,FOKKER F27,5295,cictt,"['make: FOKKER', 'model: F27', 'cert: 7A1']","['make: FOKKER', 'model: F27', 'series: F27', 'cert: 7A1']",44,44
"COL make VAL FOKKER COL model VAL F27 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036, 7A1",COL mfr VAL FOKKER COL model VAL C-31 Friendship,1,0.999989833702317,1,FOKKER F27,F27 C-31 Friendship,doc8643_description,"['make: FOKKER', 'model: F27', 'name: FRIENDSHIP', 'cert: EASA.A.036, 7A1']","['mfr: FOKKER', 'model: C-31 Friendship']",44,44
COL make VAL FOKKER COL model VAL F27 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036,COL make VAL F COL model VAL 27 COL series VAL MK600 COL cert VAL A817,1,0.9999884854730393,1,FOKKER F27,F-27-MK600,faa,"['make: FOKKER', 'model: F27', 'name: FRIENDSHIP', 'cert: EASA.A.036']","['make: F', 'model: 27', 'series: MK600', 'cert: A817']",44,44
"COL make VAL FOKKER COL model VAL F27 COL name VAL FRIENDSHIP COL cert VAL EASA.A.036, 7A1",COL mfr VAL FAIRCHILD HILLER COL model VAL F-27 COL code VAL F27,1,0.9999705683261874,1,FOKKER F27,F27 F-27,doc8643_description,"['make: FOKKER', 'model: F27', 'name: FRIENDSHIP', 'cert: EASA.A.036, 7A1']","['mfr: FAIRCHILD HILLER', 'model: F-27', 'code: F27']",44,44
